orf1	gene1	type	orf2	gene2	descr	ref	evi
YAL009w	SPO7	genetic	YKL057c	NUP120	synthetic growth defect	9822591	902.01.01.02.02.02
YAL009w	SPO7	genetic	YML103c	NUP188	synthetic lethal	9822591	902.01.01.02.02.02.01
YEL043w	YEL043w	physical	YOL069w	NUF2	two hybrid interaction between coiled-coil motifs (214­392, 124­449)	11087867	902.01.01.02.01.07,902.01.09.02
YEL043w	YEL043w	physical	YDR201w	SPC19	two hybrid interaction between coiled-coil motifs (214­392, 1­164)	11087867	902.01.01.02.01.07,902.01.09.02
YDR507c	GIN4	physical	YOL069w	NUF2	two hybrid interaction between coiled-coil motifs (539­645, 124­449)	11087867	902.01.01.02.01.07,902.01.09.02
YDR507c	GIN4	physical	YDR201w	SPC19	two hybrid interaction between coiled-coil motifs (539­645, 1­164)	11087867	902.01.01.02.01.07,902.01.09.02
YDR507c	GIN4	physical	YDR201w	SPC19	two hybrid interaction between coiled-coil motifs (539­645, 61­164)	11087867	902.01.01.02.01.07,902.01.09.02
YAL016w	TPD3	genetic	YCR066w	RAD18	tpd3 is suppressed by overproduction of Rad18p;suppression overexpression		902.01.01.02.02.01.02.01
YAL016w	TPD3	physical	YDL134c	PPH21	epitope-tagged chelate affinity chromatography;copurification	9154823	902.01.01.02.01.02
YAL016w	TPD3	physical	YNL127w	YNL127w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL016w	TPD3	physical	YOR014w	RTS1	epitope-tagged chelate affinity chromatography;copurification	9154823	902.01.01.02.01.02
YAL020c	ATS1	genetic	YML085c	TUB1	ATS1 acts as a suppressor of mutations in alpha tubulin;ATS1 overexpression suppresses growth arrest and microtubule defects of tubulin mutants (class 2) which produce extra microtubules at non-permissive temperature;suppressor of mutations in alpha tubul	8070652	902.01.01.02.02.01.01
YAL021c	CCR4	genetic	YDL160c	DHH1	overexpression suppresses ccr4 sensitivity to staurosporine and caffeine;temperature and staurosporine sensitivity of ccr4 mutants are suppressed by overexpression of DHH1 and MPT5;suppression overexpression	9504907	902.01.01.02.02.01.02.01
YAL021c	CCR4	genetic	YGL178w	MPT5	overexpression suppresses temperature and staurosporine sensitivity of ccr4 mutants are suppressed by overexpression of DHH1 and MPT5;suppression overexpression	9504907	902.01.01.02.02.01.02.01
YAL021c	CCR4	physical	YGR092w	DBF2	affinity chromatography;coimmunoprecipitation;two hybrid; coimmunoprecipitation; copurification	9311989	902.01.01.02.01.02,902.01.01.02.01.01,902.01.01.02.01.07
YAL021c	CCR4	genetic	YGR116w	SPT6	ccr4 mutant suppresses spt10 and spt6 mutantspt6 mutation is suppressed by ccr4 mutation;suppression mutation	6392016	902.01.01.02.02.01.01
YAL021c	CCR4	genetic	YJL127c	SPT10	ccr4 mutant suppresses spt10 and spt6 mutantsuppression mutation	6392016	902.01.01.02.02.01.01
YAL021c	CCR4	genetic	YJL127c	SPT10	spt10 mutation is suppressed by ccr4 mutation;suppression	8007957	902.01.01.02.02.01
YAL021c	CCR4	genetic	YJR060w	CBF1	cbf1 methionine auxotrophy suppressible by spt21, sin3, rpd3, and ccr4 mutations;mutation suppresses the methionine auxotrophy of cpf1 mutantsuppression mutation	8413187	902.01.01.02.02.01.01
YAL021c	CCR4	genetic	YLR150w	MPT4	overexpression of MPT4 suppresses staurosporine sensitivity of ccr4 mutantsuppression overexpression	9504907	902.01.01.02.02.01.02.01
YAL021c	CCR4	genetic	YLR150w	STM1	multicopy suppressor of staurosporine sensitivity of ccr4 mutantsuppression	9504907	902.01.01.02.02.01
YAL021c	CCR4	genetic	YML032c	RAD52	ccr4 mutant suppresses rad52-20 radiation sensitivity;suppression mutation	7635279	902.01.01.02.02.01.01
YAL021c	CCR4	genetic	YNR052c	POP2	CCR4 is a multicopysuppressor of pop2;CCR4 overexpression suppresses pop2 sensitivity to staurosporine and caffeine and cell lysis phenotype;overexpression of DHH1,CCR4 suppresses pop2 sensitivity to staurosporine and caffeine and cell lysis phenotype;sup	9504907	902.01.01.02.02.01.02.01
YAL021c	CCR4	physical	YNR052c	POP2	two hybrid; copurification	9311989	902.01.01.02.01.07,902.01.09.01
YAL021c	CCR4	physical	YNR052c	POP2	two hybrid	9504907,9311989	902.01.01.02.01.07,902.01.09.01
YAL023c	PMT2	genetic	YDL095w	PMT1	double null mutant displays increased sensitivity to the Kluyveromyces lactis zymotoxin, zymocin, compared to wild type	11571753	902.01.01.02.02.02.03
YAL023c	PMT2	genetic	YDL095w	PMT1	synthetic lethal	7852348	902.01.01.02.02.02.01
YAL023c	PMT2	genetic	YDL095w	PMT1	pmt1 pmt2 pmt3 pmt4 quadruple null mutant is lethal;pmt1 pmt2 pmt4 and pmt2 pmt3 pmt4 triple disruptant are lethal	8585318	902.01.01.02.02
YAL023c	PMT2	genetic	YJR143c	PMT4	pmt1 pmt2 pmt3 pmt4 quadruple null mutant is lethal;pmt1 pmt2 pmt4 and pmt2 pmt3 pmt4 triple disruptant are lethal	8585318	902.01.01.02.02
YAL023c	PMT2	genetic	YOR321w	PMT3	pmt1 pmt2 pmt3 pmt4 quadruple null mutant is lethal;pmt1 pmt2 pmt4 and pmt2 pmt3 pmt4 triple disruptant are lethal	8585318	902.01.01.02.02
YAL024c	LTE1	genetic	YAR019c	CDC15	cold sensitivity of lte1 cells is suppressed by cdc15-rlt;suppression mutation		902.01.01.02.02.01.01
YAL024c	LTE1	genetic	YBR140c	IRA1	heat shock sensitivity of null mutation can be suppressed by overexpression of LTE1/MSI2;LTE1 is a multicopy suppressor of heat shock sensitivity of ira1;suppression overexpression		902.01.01.02.02.01.02.01
YAL024c	LTE1	genetic	YGR152c	RSR1	LTE1 overproduction suppresses rsr1 mutants are suppressed by overproduction of LTE1, see;suppression overexpression	9613578	902.01.01.02.02.01.02.01
YAL024c	LTE1	genetic	YHR152w	SPO12	LTE1 null mutant is suppressed by overexpression of SPO12;LTE1 null mutant is suppressed by Spo12p overproduction;suppression overexpression		902.01.01.02.02.01.02.01
YAL024c	LTE1	genetic	YIL106w	MOB1	mob1-77 and mob1-95 are synthetic lethal with lte1delta;synthetic lethal	9436989	902.01.01.02.02.02.01
YAL024c	LTE1	physical	YIR009w	MSL1	two hybrid	9207794	902.01.01.02.01.07,902.01.09.01
YAL024c	LTE1	genetic	YML064c	TEM1	overproduction of TEM1 suppresses lte1 mutants;TEM1 overexpression suppresses lte1 mutants, see;suppression overexpression	9613578	902.01.01.02.02.01.02.01
YAL024c	LTE1	genetic	YNL098c	RAS2	LTE1 overproduction can suppress heat shock sensitivity of RAS2val19 mutants;overproduction of Lte1p can suppress the heat shock sensitivity of ras2val19 mutant;suppression		902.01.01.02.02.01
YAL024c	LTE1	genetic	YNL098c	RAS2	LTE1 overproduction suppresses ras2 mutants can be suppressed by overproduction of LTE1, see;suppression overexpression	9613578	902.01.01.02.02.01.02.01
YAL024c	LTE1	genetic	YOR101w	RAS1	LTE1 overproduction suppresses ras2 mutants;ras1 mutants are suppressed by overexpression of LTE1, TEM1, SPO12, DBF2, DBF20, CDC15, CDC5, see;suppression, see;suppression overexpression	9613578	902.01.01.02.02.01.02.01
YAL025c	MAK16	physical	YJR044c	YJR044c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL026c	DRS2	genetic	YPL048w	CAM1	cold sensitive mutant is suppressed by overproduction of Tef3p;suppression overexpression		902.01.01.02.02.01.02.01
YAL026c	DRS2	genetic	YPL048w	CAM1	suppresses drs2 when expressed in multicopy on a CEN plasmid	8247005	902.01.01.02.02
YAL026c	DRS2	physical	YPL146c	YPL146c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL028w	YAL028w	physical	YLR233c	EST1	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL029c	MYO4	physical	YFL039c	ACT1	two hybrid		902.01.01.02.01.07,902.01.09.01
YAL029c	MYO4	physical	YFL039c	ACT1	two hybrid	YRef Z10001	902.01.01.02.01.07,902.01.09.01
YAL030w	SNC1	physical	YBL050w	SEC17	coimmunoprecipitation; epitope-tagged coimmuno affinity chromatography;Sec17p interacts with the Snc1p/Sec9p/Sso1p complex	9195974	902.01.01.02.01.01.02
YAL030w	SNC1	genetic	YDR164c	SEC1	Snc1p can weakly suppress sec1 ts mutant;Snc1p can weakly suppress sec1 ts phenotype;suppression mutation		902.01.01.02.02.01.01
YAL030w	SNC1	physical	YDR468c	TLG1	coimmunoprecipitation; myc-Snc1p binds at low level to Tlg1p but complex could be disrupted by Sec18p in a ATP-dependent manner	9427746	902.01.01.02.01.01
YAL030w	SNC1	genetic	YGR009c	SEC9	Snc1p can suppress sec9 ts mutant;Snc1p can suppress sec9 ts phenotype;suppression mutation		902.01.01.02.02.01.01
YAL030w	SNC1	physical	YGR009c	SEC9	coimmunoprecipitation	7954793	902.01.01.02.01.01
YAL030w	SNC1	physical	YGR009c	SEC9	Snc1p binds strongly to a preformed Sso1p-Sec9p complex	9195974	902.01.01.02.01
YAL030w	SNC1	genetic	YOR327c	SNC2	conditional synthetic lethal;snc1 snc2 double null mutants are conditional-lethal	9195971	902.01.01.02.02.02.02
YAL030w	SNC1	physical	YPL232w	SSO1	Snc1p binds strongly to a preformed Sso1p-Sec9p complex; coimmunoprecipitation with Sec17p, Sec9p, Sso1p	9195974	902.01.01.02.01.01
YAL032c	FUN20	physical	YLR345w	YLR345w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL032c	FUN20	physical	YPL151c	PRP46	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL032c	PRP45	physical	YDR416w	SYF1	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YAL032c	PRP45	physical	YLR345w	YLR345w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL032c	PRP45	physical	YLR345w	YLR345w	two hybrid IST hits: 2	11283351	902.01.01.02.01.07,902.01.09.02
YAL032c	PRP45	physical	YLR423c	APG17	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL032c	PRP45	physical	YOR036w	PEP12	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL032c	PRP45	physical	YPL151c	PRP46	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL033w	POP5	physical	YJR115w	YJR115w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL034w-a	MTW1	physical	YGL172w	NUP49	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL034w-a	MTW1	physical	YGR120c	SEC35	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL034w-a	MTW1	physical	YKL103c	LAP4	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL035w	FUN12	physical	YDL220c	CDC13	two hybrid	10898792	902.01.01.02.01.07,902.01.09.01
YAL035w	FUN12	physical	YLR241w	YLR241w	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL036c	FUN11	physical	YDL065c	PEX19	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL036c	FUN11	physical	YDR152w	YDR152w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL036c	FUN11	physical	YNR022c	YNR022c	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL038w	CDC19	genetic	YNL307c	MCK1	Co-overexpression of MCK1 suppressed all of the phenotypes associated with PYK1 overexpression;co-overexpression of PYK1 and MCK1 suppresses all of the phenotypes associated with PYK1 overexpression;suppression overexpression	9209064	902.01.01.02.02.01.02.01
YAL038w	CDC19	physical	YNL307c	MCK1	Pyk1p and Mck1p interact in the two hybrid system; purified Mck1p phosphorylates purified Pyk1p on Ser in vitro; two hybrid	9209064	902.01.01.02.01.07,902.01.09.01
YAL038w	CDC19	genetic	YOR347c	PYK2	PYK2 overexpression rescues pyk1 mutantsuppression overexpression		902.01.01.02.02.01.02.01
YAL040c	CLN3	genetic	YBL016w	FUS3	cln3 mutations can suppress fus3 mutants are suppressed by cln3 mutationsuppression mutation		902.01.01.02.02.01.01
YAL040c	CLN3	physical	YBR160w	CDC28	coimmunoprecipitation	1316273	902.01.01.02.01.01
YAL040c	CLN3	genetic	YDL047w	SIT4	cln3 sit4 deletion mutant is synthetic lethal	8649382	902.01.01.02.02.02.01
YAL040c	CLN3	genetic	YDL132w	CDC53	overexpression of CLN3 impairs colony formation of a cdc53-1 strain at 30C;synthetic growth defect;synthetic lethal	8756727	902.01.01.02.02.02.01
YAL040c	CLN3	physical	YDL132w	CDC53	coimmunoprecipitation	8756727	902.01.01.02.01.01
YAL040c	CLN3	genetic	YER167w	BCK2	synthetic lethal	8114735	902.01.01.02.02.02.01
YAL040c	CLN3	genetic	YFR040w	SAP155	cln3 sap155 sap185 sap190 quadruple deletion mutant is synthetic lethal	8649382	902.01.01.02.02.02.01
YAL040c	CLN3	physical	YJL013c	MAD3	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL040c	CLN3	genetic	YJL098w	SAP185	cln3 sap155 sap185 sap190 quadruple deletion mutant is synthetic lethal	8649382	902.01.01.02.02.02.01
YAL040c	CLN3	physical	YJL157c	FAR1	Far1p coimmunoprecipitates with Cln3p-Cdc28p complex after alpha factor treatment of the cells; coimmunoprecipitation	8395009	902.01.01.02.01.01
YAL040c	CLN3	genetic	YKL092c	BUD2	synthetic lethal	8262069	902.01.01.02.02.02.01
YAL040c	CLN3	genetic	YKL092c	BUD2	synthetic lethal	8978028	902.01.01.02.02.02.01
YAL040c	CLN3	genetic	YKR028w	SAP190	cln3 sap155 sap185 sap190 quadruple deletion mutant is synthetic lethal	8649382	902.01.01.02.02.02.01
YAL040c	CLN3	physical	YLL024c	SSA2	Ssa2p was found associated with Cln3(404-488)-beta-gal	8668184	902.01.01.02.01
YAL040c	CLN3	genetic	YLR079w	SIC1	lethality of cln1 cln2 cln3 triple mutation can be suppressed by sic1 null mutation suppresses cln1 cln2 cln3 triple mutant;suppression mutation		902.01.01.02.02.01.01
YAL040c	CLN3	genetic	YMR199w	CLN1	cln1 cln2 cln3 triple mutants are synthetic lethal	8262070	902.01.01.02.02.02.01
YAL040c	CLN3	physical	YNL064c	YDJ1	Ydj1p associates with Cln3p near the phosphorylation site for degradation; Ydj1p directly associates with Cln3p in coimmunoprecipitation experiments; coimmunoprecipitation	8668184	902.01.01.02.01.01
YAL040c	CLN3	genetic	YOL145c	CTR9	synthetic lethal	8978028	902.01.01.02.02.02.01
YAL040c	CLN3	genetic	YPL256c	CLN2	cln1 cln2 cln3 triple mutants are synthetic lethal	8262070	902.01.01.02.02.02.01
YAL041w	CDC24	genetic	YBR200w	BEM1	synthetic lethal	7962098	902.01.01.02.02.02.01
YAL041w	CDC24	physical	YBR200w	BEM1	coimmunoprecipitation; full length Cdc24p binds to Bem1p in coimmunoprecipitation experiments, the interaction is inhibited by 2mM Ca2+	7822288	902.01.01.02.01.01
YAL041w	CDC24	physical	YBR200w	BEM1	the interaction between Cdc24p and Bem1p is direct since bacterial expressed Bem1p binds to Cdc24-GST fusion protein; the two SH3 domains but the C-terminus of Bem1p are not required for this interaction; two hybrid	7962098	902.01.01.02.01.07,902.01.09.01
YAL041w	CDC24	physical	YDR264c	AKR1	two hybrid	8649369	902.01.01.02.01.07,902.01.09.01
YAL041w	CDC24	genetic	YER155c	BEM2	msb1 bem2 display synthetic lethal phenotype;synthetic lethal	91141477	902.01.01.02.02.02.01
YAL041w	CDC24	genetic	YGR152c	RSR1	overexpression of RSR1 suppresses a temperature sensitive cdc24 mutation;RSR1 is a multicopy suppressor of cdc24 ts mutant;suppression overexpression	90099385	902.01.01.02.02.01.02.01
YAL041w	CDC24	physical	YGR152c	RSR1	Cdc24p binds most tightly to Bem1p, less tightly to Cdc42p, the interaction with Rsr1p is the least stable; Cdc24p preferentially binds to the GTP-bound activated form of Rsr1p in coimmunoprecipitation experiments; coimmunoprecipitation	7822288	902.01.01.02.01.01
YAL041w	CDC24	physical	YJL157c	FAR1	epitope-tagged coimmunoprecipitation; two hybrid; copurification	9822386,10087263	902.01.01.02.01.01.02,902.01.01.02.01.07
YAL041w	CDC24	genetic	YKL080w	VMA5	cdc24-4ts does not show synthetic lethality with vma5 deletion;cdc24-4ts shows only synthetic lethality with the csl5 allele;synthetic lethal	9286667	902.01.01.02.02.02.01
YAL041w	CDC24	genetic	YLR229c	CDC42	conditional synthetic lethal temperature-sensitivity;overexpression of CDC24 and CDC42 wildtype genes together is lethal;combination of cdc24ts cdc42ts alleles show synthetic lethal phenotype	7941732	902.01.01.02.02.02.01,902.01.01.02.02.02.02.01
YAL041w	CDC24	genetic	YLR229c	CDC42	suppression; synthetic lethal	7941732,90099385	902.01.01.02.02.01
YAL041w	CDC24	genetic	YLR229c	CDC42	overexpression of CDC42 suppresses a temperature sensitive cdc24 mutation;suppression overexpression	90099385	902.01.01.02.02.01.02.01
YAL041w	CDC24	physical	YLR229c	CDC42	Cdc24p preferentially binds to the guanine nucleotide-depleted form of Cdc42p in coimmunoprecipitation experiments; coimmunoprecipitation	7822288	902.01.01.02.01.01
YAL041w	CDC24	genetic	YOR188w	MSB1	MSB1 is a multicopy suppressor of cdc24 mutation in sorbitol containing medium;suppression overexpression	90099385	902.01.01.02.02.01.02.01
YAL041w	CDC24	physical	YOR212w	STE4	two hybrid	7565673,10087263	902.01.01.02.01.07.01,902.01.09.01
YAL041w	CDC24	physical	YOR212w	STE4	two hybrid	7565673,9822386	902.01.01.02.01.07,902.01.09.01
YAL041w	CDC24	physical	YOR212w	STE4	coimmunoprecipitation	9428768	902.01.01.02.01.01
YAL041w	CDC24	physical	YOR212w	STE4	copurification	9428768,9822386	902.01.01.02.01.01
YAL041w	CDC24	genetic	YPL161c	BEM4	synthetic lethal	8754839	902.01.01.02.02.02.01
YAL042w	ERV46	physical	YDL239c	ADY3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL042w	ERV46	physical	YML067c	ERV41	epitope-tagged coimmunoprecipitation	11157978	902.01.01.02.01.01.02
YAL043c	PTA1	physical	YDR301w	CFT1	pulldown coimmunoprecipitation	10523662	902.01.01.02.01.01
YAL043c	PTA1	genetic	YDR392w	SPT3	synthetic lethal	8972209	902.01.01.02.02.02.01
YAL043c	PTA1	physical	YJR093c	FIP1	pulldown coimmunoprecipitation	10523662	902.01.01.02.01.01
YAL043c	PTA1	physical	YKR002w	PAP1	pulldown coimmunoprecipitation	10523662	902.01.01.02.01.01
YAL043c	PTA1	physical	YLR115w	CFT2	pulldown coimmunoprecipitation	10523662	902.01.01.02.01.01
YAL043c	PTA1	physical	YLR277c	YSH1	pulldown coimmunoprecipitation	10523662	902.01.01.02.01.01
YAL043c	PTA1	physical	YPR107c	YTH1	pulldown coimmunoprecipitation	10523662	902.01.01.02.01.01
YAL047c	SPC72	physical	YAL047c	SPC72	coimmunoprecipitation; two hybrid	9606209	902.01.01.02.01.01,902.01.01.02.01.07
YAL047c	SPC72	physical	YGL212w	VAM7	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YDR295c	YDR295c	physical	YDR150w	NUM1	two hybrid interaction between coiled-coil motifs (439­655, 103­303)	11087867	902.01.01.02.01.07,902.01.09.02
YAL047c	SPC72	physical	YHR172w	SPC97	coimmunoprecipitation; two hybrid; coimmunoprecipitation	9670012	902.01.01.02.01.01,902.01.01.02.01.07
YAL047c	SPC72	physical	YIL061c	SNP1	two hybrid	9207794	902.01.01.02.01.07,902.01.09.01
YDR295c	YDR295c	physical	YDL074c	YDL074c	two hybrid interaction between coiled-coil motifs (439­655, 118­635)	11087867	902.01.01.02.01.07,902.01.09.02
YAL047c	SPC72	physical	YLR045c	STU2	coimmunoprecipitation; two hybrid interaction and coimmunoprecipitation	9606209	902.01.01.02.01.01,902.01.01.02.01.07
YDR295c	YDR295c	physical	YGL086w	MAD1	two hybrid interaction between coiled-coil motifs (439­655, 61­333)	11087867	902.01.01.02.01.07,902.01.09.02
YAL047c	SPC72	physical	YNL126w	SPC98	coimmunoprecipitation; two hybrid; coimmunoprecipitation	9670012	902.01.01.02.01.01,902.01.01.02.01.07
YAL049c	YAL049c	physical	YNL094w	YNL094w	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAL051w	OAF1	physical	YOR363c	PIP2	Oaf1p and Pip2p can be coimmunoprecipitated; coimmunoprecipitation	8972187	902.01.01.02.01.01
YAL054c	ACS1	physical	YLR153c	ACS2		11283351	902.01.01.02.01.07,902.01.09.02
YAL054c	ACS1	genetic	YLR153c	ACS2	synthetic lethal	7649171	902.01.01.02.02.02.01
YAL064w	YAL064w	physical	YKR011c	TOS5	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAL067c	SEO1	genetic	YGR055w	MUP1	overexpression of SEO1 in mup1 mutants suppresses the ethSO resistance and allows growth on low concentrations of MetSO;suppression overexpression	8893857	902.01.01.02.02.01.02.01
YAR003w	FUN16	physical	YBR175w	SWD3	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAR003w	FUN16	physical	YDR140w	FYV9	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAR007c	RFA1	genetic	YJL173c	RFA3	ts rfa2 and rfa3 mutants are synthetic lethal		902.01.01.02.02.02.01
YAR007c	RFA1	physical	YJL173c	RFA3	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAR007c	RFA1	physical	YJL173c	RFA3	Rfa1p/Rfa2p/Rfa3p binds to URS1 sites found in promoter regions of many meiotic genes	7760793	902.01.01.02.01
YAR007c	RFA1	physical	YJL173c	RFA3	two hybrid; cosedimentation	8910442	902.01.01.02.01.07,902.01.01.02.01.03.02
YAR007c	RFA1	genetic	YML032c	RAD52	rfa1-D228Y (srr1) suppresses the recombination defect of rad1 rad52 double mutants	7862154	902.01.01.02.02
YAR007c	RFA1	genetic	YML032c	RAD52	RAD52 overexpression suppresses rfa1-44 mutation phenotypes	9632824	902.01.01.02.02
YAR007c	RFA1	physical	YML032c	RAD52	two hybrid	9632824	902.01.01.02.01.07,902.01.09.01
YAR007c	RFA1	physical	YNL312w	RFA2	co-sedimentation	8910442	902.01.01.02.01.03.02
YAR007c	RFA1	genetic	YPL022w	RAD1	rad1 required for increased intrachromatid recombination in rfa1-[D228Y] mutant	9927442	902.01.01.02.02.01
YAR008w	SEN34	physical	YBL051c	PIN4	two hybrid IST hits: 1	11283351	902.01.01.02.01.07,902.01.09.02
YAR008w	SEN34	physical	YLR105c	SEN2	affinity chromatography; copurification	9200603	902.01.01.02.01.02
YAR008w	SEN34	physical	YMR059w	SEN15	affinity chromatography; copurification; two hybrid	9200603	902.01.01.02.01.02,902.01.01.02.01.07
YAR008w	SEN34	physical	YPL083c	SEN54	affinity chromatography; copurification	9200603	902.01.01.02.01.02
YAR014c	BUD14	physical	YDR195w	REF2	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
YAR014c	BUD14	physical	YER054c	GIP2	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
YAR014c	BUD14	physical	YER133w	GLC7	two hybrid	10688190	902.01.01.02.01.07,902.01.09.02
YAR014c	BUD14	physical	YER158c	YER158c	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
YAR014c	BUD14	physical	YIL045w	PIG2	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
YAR014c	BUD14	physical	YMR071c	YMR071c	two hybrid with SH3 domain as bait	11743162	902.01.01.02.01.07,902.01.09.02
